,Model,Price
176,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
177,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
178,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
179,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
180,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
181,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
182,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
183,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
184,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
185,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
186,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
187,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
188,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
189,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
190,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
191,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
192,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
193,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
194,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
195,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
196,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
197,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
198,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
199,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
200,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
201,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
202,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
203,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
204,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
205,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
206,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
207,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
208,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
209,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
210,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
211,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
212,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
213,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
214,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
215,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
216,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
217,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
218,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
219,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
220,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
221,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
222,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR130,000.00"
223,"Acer Nitro 5 2022 Ryzen 5 6600H / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR135,000.00"
224,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3060 / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR135,000.00"
225,"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR135,000.00"
226,"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR135,000.00"
227,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD  144Hz / 8GB RAM / 512GB SSD","NPR135,000.00"
228,"HP Pavilion Power 15 2020 i5 10300H / GTX 1660ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR135,000.00"
229,"MSI Prestige 14 Evo i5 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR135,000.00"
230,"MSI GF65 9SD i7 9TH GEN/ 16GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR135,000.00"
231,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","NPR138,000.00"
232,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR139,000.00"
233,"Dell G5 15 G5500 2020 i7 10th Gen / RTX 2060 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
234,"Acer Predator Helios 300 2021 i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
235,"Lenovo ThinkPad L14 Gen 2 Ryzen 5 Pro 5650 / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR145,000.00"
236,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
237,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
238,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
239,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
240,"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz","NPR149,000.00"
241,"MSI Prestige 14 Evo i7 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR150,000.00"
242,"Acer Predator Helios 300 2020 i7 10th Gen / 16GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","NPR152,000.00"
243,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR154,000.00"
244,"Lenovo Yoga Slim 7 Pro 14ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD / 14"" 2.8K (2880x1800)  display","NPR155,000.00"
245,"Lenovo ThinkPad L14 Gen 2 i7 1165G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR155,000.00"
246,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3050ti / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR155,000.00"
247,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3060 / 16GB RAM / 512GB SSD / 16.1"" 144hz FHD display","NPR155,000.00"
248,"Dell G3 G3590 i7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display","NPR156,000.00"
249,"Asus TUF DASH F15 2022 FX517ZC  i5 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR157,000.00"
250,"HP Victus 15 2022 i7 12650H 10 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6""  144hz FHD display","NPR157,000.00"
251,"Asus TUF A15 FA506IC Gaming Laptop Ryzen 7 4800H/ 16GB RAM/ 512GB SSD/ RTX 3050/ 15.6"" FHD 144Hz","NPR157,000.00"
252,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
253,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
254,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
255,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
256,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
257,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
258,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
259,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
260,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
261,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
262,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
263,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
264,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
265,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
266,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
267,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
268,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
269,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
270,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
271,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
272,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
273,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
274,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
275,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
276,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
277,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
278,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
279,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
280,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
281,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
282,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
283,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
284,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
285,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
286,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
287,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
288,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
289,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
290,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
291,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
292,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
293,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
294,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR130,000.00"
295,"Acer Nitro 5 2022 Ryzen 5 6600H / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR135,000.00"
296,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3060 / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR135,000.00"
297,"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR135,000.00"
298,"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR135,000.00"
299,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD  144Hz / 8GB RAM / 512GB SSD","NPR135,000.00"
300,"HP Pavilion Power 15 2020 i5 10300H / GTX 1660ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR135,000.00"
301,"MSI Prestige 14 Evo i5 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR135,000.00"
302,"MSI GF65 9SD i7 9TH GEN/ 16GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR135,000.00"
303,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","NPR138,000.00"
304,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR139,000.00"
305,"Dell G5 15 G5500 2020 i7 10th Gen / RTX 2060 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
306,"Acer Predator Helios 300 2021 i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
307,"Lenovo ThinkPad L14 Gen 2 Ryzen 5 Pro 5650 / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR145,000.00"
308,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
309,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
310,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
311,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
312,"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz","NPR149,000.00"
313,"MSI Prestige 14 Evo i7 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR150,000.00"
314,"Acer Predator Helios 300 2020 i7 10th Gen / 16GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","NPR152,000.00"
315,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR154,000.00"
316,"Lenovo Yoga Slim 7 Pro 14ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD / 14"" 2.8K (2880x1800)  display","NPR155,000.00"
317,"Lenovo ThinkPad L14 Gen 2 i7 1165G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR155,000.00"
318,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3050ti / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR155,000.00"
319,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3060 / 16GB RAM / 512GB SSD / 16.1"" 144hz FHD display","NPR155,000.00"
320,"Dell G3 G3590 i7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display","NPR156,000.00"
321,"Asus TUF DASH F15 2022 FX517ZC  i5 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR157,000.00"
322,"HP Victus 15 2022 i7 12650H 10 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6""  144hz FHD display","NPR157,000.00"
323,"Asus TUF A15 FA506IC Gaming Laptop Ryzen 7 4800H/ 16GB RAM/ 512GB SSD/ RTX 3050/ 15.6"" FHD 144Hz","NPR157,000.00"
324,"Dell G5 G5510 2021 i7 10th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR159,000.00"
325,"MSI GL75 Leopard 10SDR  i7 10TH GEN / GTX 1660Ti / 15.6"" 144Hz FHD display / 512GB SSD / 16GB RAM","NPR159,000.00"
326,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3050Ti / 16GB RAM / 512GGB SSD / 16.1""  FHD 60Hz display","NPR160,000.00"
327,Dell Inspiron 7306 2-in-1 i7 11Th Gen / 16GB RAM / 512GB SSD / 13.3'' FHD 360-degree Touch Screen Display,"NPR160,000.00"
328,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR162,000.00"
329,"Asus TUF F15 2021 FX506HCB i7 11Th Gen  8 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
330,"Asus TUF F15 2021 FX506HE i5 11Th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
331,"Acer Nitro 5 2022 AMD Ryzen 7 6800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR164,000.00"
332,"Lenovo IdeaPad 5 Pro 16ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD /  Nvidia RTX 3050ti / 16"" 2.5K (2880x1800)  display","NPR165,000.00"
333,"MSI GF65 10UE i7 10th Gen / RTX 3060 / 16 GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR165,000.00"
334,"Asus TUF A15 FA506IU Gaming Laptop Ryzen 7 4800H/ 8GB RAM/ 512GB SSD/ GTX 1660Ti/ 15.6"" FHD 144Hz","NPR165,000.00"
335,Lenovo Legion 5 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' FHD / 165Hz Refresh Rate,"NPR165,000.00"
336,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
337,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
338,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
339,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
340,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
341,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
342,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
343,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
344,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
345,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
346,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
347,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
348,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
349,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
350,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
351,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
352,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
