,Model,Price
353,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
354,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
355,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
356,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
357,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
358,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
359,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
360,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
361,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
362,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
363,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
364,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
365,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
366,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
367,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
368,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
369,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
370,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
371,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
372,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
373,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
374,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
375,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
376,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
377,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
378,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR130,000.00"
379,"Acer Nitro 5 2022 Ryzen 5 6600H / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR135,000.00"
380,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3060 / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR135,000.00"
381,"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR135,000.00"
382,"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR135,000.00"
383,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD  144Hz / 8GB RAM / 512GB SSD","NPR135,000.00"
384,"HP Pavilion Power 15 2020 i5 10300H / GTX 1660ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR135,000.00"
385,"MSI Prestige 14 Evo i5 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR135,000.00"
386,"MSI GF65 9SD i7 9TH GEN/ 16GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR135,000.00"
387,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","NPR138,000.00"
388,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR139,000.00"
389,"Dell G5 15 G5500 2020 i7 10th Gen / RTX 2060 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
390,"Acer Predator Helios 300 2021 i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
391,"Lenovo ThinkPad L14 Gen 2 Ryzen 5 Pro 5650 / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR145,000.00"
392,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
393,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
394,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
395,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
396,"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz","NPR149,000.00"
397,"MSI Prestige 14 Evo i7 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR150,000.00"
398,"Acer Predator Helios 300 2020 i7 10th Gen / 16GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","NPR152,000.00"
399,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR154,000.00"
400,"Lenovo Yoga Slim 7 Pro 14ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD / 14"" 2.8K (2880x1800)  display","NPR155,000.00"
401,"Lenovo ThinkPad L14 Gen 2 i7 1165G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR155,000.00"
402,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3050ti / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR155,000.00"
403,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3060 / 16GB RAM / 512GB SSD / 16.1"" 144hz FHD display","NPR155,000.00"
404,"Dell G3 G3590 i7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display","NPR156,000.00"
405,"Asus TUF DASH F15 2022 FX517ZC  i5 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR157,000.00"
406,"HP Victus 15 2022 i7 12650H 10 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6""  144hz FHD display","NPR157,000.00"
407,"Asus TUF A15 FA506IC Gaming Laptop Ryzen 7 4800H/ 16GB RAM/ 512GB SSD/ RTX 3050/ 15.6"" FHD 144Hz","NPR157,000.00"
408,"Dell G5 G5510 2021 i7 10th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR159,000.00"
409,"MSI GL75 Leopard 10SDR  i7 10TH GEN / GTX 1660Ti / 15.6"" 144Hz FHD display / 512GB SSD / 16GB RAM","NPR159,000.00"
410,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3050Ti / 16GB RAM / 512GGB SSD / 16.1""  FHD 60Hz display","NPR160,000.00"
411,Dell Inspiron 7306 2-in-1 i7 11Th Gen / 16GB RAM / 512GB SSD / 13.3'' FHD 360-degree Touch Screen Display,"NPR160,000.00"
412,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR162,000.00"
413,"Asus TUF F15 2021 FX506HCB i7 11Th Gen  8 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
414,"Asus TUF F15 2021 FX506HE i5 11Th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
415,"Acer Nitro 5 2022 AMD Ryzen 7 6800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR164,000.00"
416,"Lenovo IdeaPad 5 Pro 16ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD /  Nvidia RTX 3050ti / 16"" 2.5K (2880x1800)  display","NPR165,000.00"
417,"MSI GF65 10UE i7 10th Gen / RTX 3060 / 16 GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR165,000.00"
418,"Asus TUF A15 FA506IU Gaming Laptop Ryzen 7 4800H/ 8GB RAM/ 512GB SSD/ GTX 1660Ti/ 15.6"" FHD 144Hz","NPR165,000.00"
419,Lenovo Legion 5 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' FHD / 165Hz Refresh Rate,"NPR165,000.00"
420,"Acer Predator Helios 300 2021 i5 11th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" QHD 165Hz Display","NPR168,000.00"
421,"MSI Prestige 15 A10SC i7 10th Gen / GTX 1650 / 16GB RAM / 512GB SSD / 15.6"" FHD Display","NPR168,000.00"
422,"MSI GP65 Leopard 10SDK  i7 10TH GEN / GTX 1660TI / 15.6"" 144Hz FHD / 512GB SSD / 16 GB RAM","NPR169,000.00"
423,"Lenovo ThinkPad L14 Gen 3 2022 Intel i7 1255U / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR170,000.00"
424,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3060 / 16GB RAM / 512GGB SSD / 16.1""  QHD 165Hz display","NPR170,000.00"
425,"Asus TUF F15 2021 FX506HEB i7 11Th Gen  8 Core / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR172,000.00"
426,"Acer Predator Triton 300 SE 2021 i7 11TH GEN / RTX 3050Ti / 16GB RAM/ 512GB SSD / 14"" FHD 144Hz display","NPR175,000.00"
427,"Asus ROG Strix G15 2021 G513IE Ryzen 7 4800H / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR175,000.00"
428,"HP Omen 16 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM/ 512GB SSD / 16.1""  FHD144Hz display","NPR175,000.00"
429,"Asus TUF DASH F15 2022 FX517ZC  i7 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR178,000.00"
430,"Asus Zephyrus G14 2021 GA401QH Ryzen 7 5800HS / GTX 1650/ 16GB RAM / 512GB SSD / 14"" FHD 144Hz display","NPR178,000.00"
431,"MSI GE65 RAIDER 9SE i7 9TH GEN/ 1TB SSD/ 16GB RAM/ RTX 2060/ 15.6"" 240Hz FHD","NPR179,000.00"
432,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
433,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
434,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
435,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
436,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
437,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
438,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
439,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
440,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
441,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
442,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
443,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
444,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
445,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
446,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
447,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
448,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
449,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
450,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
451,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
452,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
453,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
454,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
455,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
456,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
457,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
458,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
459,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
460,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
461,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
462,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
463,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
464,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
465,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
466,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
467,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
468,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
469,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
470,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
471,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
472,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
473,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
474,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR130,000.00"
475,"Acer Nitro 5 2022 Ryzen 5 6600H / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR135,000.00"
476,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3060 / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR135,000.00"
477,"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR135,000.00"
478,"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR135,000.00"
479,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD  144Hz / 8GB RAM / 512GB SSD","NPR135,000.00"
480,"HP Pavilion Power 15 2020 i5 10300H / GTX 1660ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR135,000.00"
481,"MSI Prestige 14 Evo i5 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR135,000.00"
482,"MSI GF65 9SD i7 9TH GEN/ 16GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR135,000.00"
483,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","NPR138,000.00"
484,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR139,000.00"
485,"Dell G5 15 G5500 2020 i7 10th Gen / RTX 2060 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
486,"Acer Predator Helios 300 2021 i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
487,"Lenovo ThinkPad L14 Gen 2 Ryzen 5 Pro 5650 / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR145,000.00"
488,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
489,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
490,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
491,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
492,"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz","NPR149,000.00"
493,"MSI Prestige 14 Evo i7 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR150,000.00"
494,"Acer Predator Helios 300 2020 i7 10th Gen / 16GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","NPR152,000.00"
495,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR154,000.00"
496,"Lenovo Yoga Slim 7 Pro 14ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD / 14"" 2.8K (2880x1800)  display","NPR155,000.00"
497,"Lenovo ThinkPad L14 Gen 2 i7 1165G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR155,000.00"
498,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3050ti / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR155,000.00"
499,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3060 / 16GB RAM / 512GB SSD / 16.1"" 144hz FHD display","NPR155,000.00"
500,"Dell G3 G3590 i7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display","NPR156,000.00"
501,"Asus TUF DASH F15 2022 FX517ZC  i5 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR157,000.00"
502,"HP Victus 15 2022 i7 12650H 10 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6""  144hz FHD display","NPR157,000.00"
503,"Asus TUF A15 FA506IC Gaming Laptop Ryzen 7 4800H/ 16GB RAM/ 512GB SSD/ RTX 3050/ 15.6"" FHD 144Hz","NPR157,000.00"
504,"Dell G5 G5510 2021 i7 10th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR159,000.00"
505,"MSI GL75 Leopard 10SDR  i7 10TH GEN / GTX 1660Ti / 15.6"" 144Hz FHD display / 512GB SSD / 16GB RAM","NPR159,000.00"
506,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3050Ti / 16GB RAM / 512GGB SSD / 16.1""  FHD 60Hz display","NPR160,000.00"
507,Dell Inspiron 7306 2-in-1 i7 11Th Gen / 16GB RAM / 512GB SSD / 13.3'' FHD 360-degree Touch Screen Display,"NPR160,000.00"
508,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR162,000.00"
509,"Asus TUF F15 2021 FX506HCB i7 11Th Gen  8 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
510,"Asus TUF F15 2021 FX506HE i5 11Th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
511,"Acer Nitro 5 2022 AMD Ryzen 7 6800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR164,000.00"
512,"Lenovo IdeaPad 5 Pro 16ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD /  Nvidia RTX 3050ti / 16"" 2.5K (2880x1800)  display","NPR165,000.00"
513,"MSI GF65 10UE i7 10th Gen / RTX 3060 / 16 GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR165,000.00"
514,"Asus TUF A15 FA506IU Gaming Laptop Ryzen 7 4800H/ 8GB RAM/ 512GB SSD/ GTX 1660Ti/ 15.6"" FHD 144Hz","NPR165,000.00"
515,Lenovo Legion 5 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' FHD / 165Hz Refresh Rate,"NPR165,000.00"
516,"Acer Predator Helios 300 2021 i5 11th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" QHD 165Hz Display","NPR168,000.00"
517,"MSI Prestige 15 A10SC i7 10th Gen / GTX 1650 / 16GB RAM / 512GB SSD / 15.6"" FHD Display","NPR168,000.00"
518,"MSI GP65 Leopard 10SDK  i7 10TH GEN / GTX 1660TI / 15.6"" 144Hz FHD / 512GB SSD / 16 GB RAM","NPR169,000.00"
519,"Lenovo ThinkPad L14 Gen 3 2022 Intel i7 1255U / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR170,000.00"
520,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3060 / 16GB RAM / 512GGB SSD / 16.1""  QHD 165Hz display","NPR170,000.00"
521,"Asus TUF F15 2021 FX506HEB i7 11Th Gen  8 Core / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR172,000.00"
522,"Acer Predator Triton 300 SE 2021 i7 11TH GEN / RTX 3050Ti / 16GB RAM/ 512GB SSD / 14"" FHD 144Hz display","NPR175,000.00"
523,"Asus ROG Strix G15 2021 G513IE Ryzen 7 4800H / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR175,000.00"
524,"HP Omen 16 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM/ 512GB SSD / 16.1""  FHD144Hz display","NPR175,000.00"
525,"Asus TUF DASH F15 2022 FX517ZC  i7 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR178,000.00"
526,"Asus Zephyrus G14 2021 GA401QH Ryzen 7 5800HS / GTX 1650/ 16GB RAM / 512GB SSD / 14"" FHD 144Hz display","NPR178,000.00"
527,"MSI GE65 RAIDER 9SE i7 9TH GEN/ 1TB SSD/ 16GB RAM/ RTX 2060/ 15.6"" 240Hz FHD","NPR179,000.00"
